contestant,age,city,state_abbr,season,finish,tribalChallengeWins,individualChallengeWins,totalWins,daysLasted,votesAgainst,iconPictureURL,gender,occupation,fullPictureURL,season_number
Jonas Otsuji,37,Lehi,UT,One World,12,4,0,4,20,10,https://vignette.wikia.nocookie.net/survivor/images/0/07/S24_jonas_t.png/revision/latest?cb=20180529153439,Male,Sushi Chef,https://vignette.wikia.nocookie.net/survivor/images/a/af/S24_Jonas_Otsuji.jpg/revision/latest?cb=20120617050212,24
Michael Jefferson,30,Seattle,WA,One World,11,7,1,8,22,9,https://vignette.wikia.nocookie.net/survivor/images/1/11/S24_michael_t.png/revision/latest?cb=20180529153442,Male,Banker,https://vignette.wikia.nocookie.net/survivor/images/9/9d/S24_Michael_Jefferson.jpg/revision/latest?cb=20120617050225,24
Jay Byars,25,Gaffney,SC,One World,10,7,3,10,25,5,https://vignette.wikia.nocookie.net/survivor/images/e/e0/S24_jay_t.png/revision/latest?cb=20180529153438,Male,Model,https://vignette.wikia.nocookie.net/survivor/images/f/f9/S24_Jay_Byars.jpg/revision/latest?cb=20120617050237,24
Leif Manson,27,San Diego,CA,One World,9,4,1,5,27,5,https://vignette.wikia.nocookie.net/survivor/images/8/89/S24_leif_t.png/revision/latest?cb=20180529153441,Male,Phlebotomist,https://vignette.wikia.nocookie.net/survivor/images/d/d1/S24_Leif_Manson.jpg/revision/latest?cb=20120617050247,24
Troyzan Robertson,50,Miami,FL,One World,8,7,4,11,30,6,https://vignette.wikia.nocookie.net/survivor/images/2/24/S24_troyzan_t.png/revision/latest?cb=20180529153446,Male,Swimsuit Photographer,https://vignette.wikia.nocookie.net/survivor/images/2/24/S34_Troyzan_Cast_Photo1.jpg/revision/latest?cb=20170209004534,24
Kat Edorsson,22,Orlando,FL,One World,7,6,2,8,33,7,https://vignette.wikia.nocookie.net/survivor/images/8/82/S24_kat_t.png/revision/latest?cb=20180529153439,Female,"Timeshare Representative;
Full Time Student/Sales",https://vignette.wikia.nocookie.net/survivor/images/d/db/S27_Kat_Edorsson.jpg/revision/latest?cb=20130821173054,24
Tarzan Smith,64,Houston,TX,One World,6,4,1,5,36,12,https://vignette.wikia.nocookie.net/survivor/images/b/b9/S24_tarzan_t.png/revision/latest?cb=20180529153445,Male,Plastic Surgeon,https://vignette.wikia.nocookie.net/survivor/images/e/ef/S24_Tarzan_Smith.jpg/revision/latest?cb=20120617050458,24
Alicia Rosa,25,Chicago,IL,One World,5,3,3,6,37,5,https://vignette.wikia.nocookie.net/survivor/images/a/a2/S24_alicia_t.png/revision/latest?cb=20180529153435,Female,Special Education Teacher,https://vignette.wikia.nocookie.net/survivor/images/2/23/S24_Alicia_Rosa.jpg/revision/latest?cb=20120617050517,24
Christina Cha,29,West Hollywood,CA,One World,4,3,2,5,38,9,https://vignette.wikia.nocookie.net/survivor/images/2/2e/S24_christina_t.png/revision/latest?cb=20180529153437,Female,Career Consultant,https://vignette.wikia.nocookie.net/survivor/images/b/b5/S24_Christina_Cha.jpg/revision/latest?cb=20120617050709,24
Chelsea Meissner,26,Charleston,SC,One World,3,6,3,9,39,4,https://vignette.wikia.nocookie.net/survivor/images/e/e8/S24_chelsea_t.png/revision/latest?cb=20180529153437,Female,Medical Sales,https://vignette.wikia.nocookie.net/survivor/images/a/a8/S24_Chelsea_Meissner.jpg/revision/latest?cb=20120617050724,24
Sabrina Thompson,33,Brooklyn,NY,One World,2,6,2,8,39,2,https://vignette.wikia.nocookie.net/survivor/images/6/67/S24_sabrina_t.png/revision/latest?cb=20180529153444,Female,High-School Teacher,https://vignette.wikia.nocookie.net/survivor/images/d/d3/S24_Sabrina_Thompson.jpg/revision/latest?cb=20120617050739,24
Kim Spradlin,29,San Antonio,TX,One World,1,6,6,12,39,3,https://vignette.wikia.nocookie.net/survivor/images/4/4a/S24_kim_t.png/revision/latest?cb=20180529153440,Female,Bridal Shop Owner,https://vignette.wikia.nocookie.net/survivor/images/6/6a/S24_Kim_Spradlin.jpg/revision/latest?cb=20120617050752,24
Zane Knight,28,Danville,VA,Philippines,18,0,NA,0,3,5,https://vignette.wikia.nocookie.net/survivor/images/d/df/S25_zane_t.png/revision/latest?cb=20180529232742,Male,Tire Repair,https://vignette.wikia.nocookie.net/survivor/images/a/a8/S25_Zane_Knight.jpg/revision/latest?cb=20120820171818,25
Roxy Morris,28,Brooklyn,NY,Philippines,17,0,NA,0,6,4,https://vignette.wikia.nocookie.net/survivor/images/a/a1/S25_roxy_t.png/revision/latest?cb=20180529232741,Female,Seminary Student,https://vignette.wikia.nocookie.net/survivor/images/4/40/S25_Roxanne_Morris.jpg/revision/latest?cb=20120820190801,25
Angie Layton,20,Provo,UT,Philippines,16,0,NA,0,8,4,https://vignette.wikia.nocookie.net/survivor/images/e/ef/S25_angie_t.png/revision/latest?cb=20180529232733,Female,Model/Student,https://vignette.wikia.nocookie.net/survivor/images/a/a5/S25_Angie_Layton.jpg/revision/latest?cb=20120820185830,25
Russell Swan,45,Glenside,PA,Philippines,15,0,NA,0,10,4,https://vignette.wikia.nocookie.net/survivor/images/0/04/S25_russell_t.png/revision/latest?cb=20180529232741,Male,Attorney,https://vignette.wikia.nocookie.net/survivor/images/1/1e/S25_Russell_Swan.jpg/revision/latest?cb=20120822163701,25
Dana Lambert,32,Winston-Salem,NC,Philippines,14,4,NA,4,12,NA,https://vignette.wikia.nocookie.net/survivor/images/7/7a/S25_dana_t.png/revision/latest?cb=20180529232735,Female,Cosmetologist,https://vignette.wikia.nocookie.net/survivor/images/b/bc/S25_Dana_Lambert.jpg/revision/latest?cb=20120820190047,25
Sarah Dawson,28,Silver Spring,MD,Philippines,13,4,NA,4,13,5,https://vignette.wikia.nocookie.net/survivor/images/4/40/S25_dawson_t.png/revision/latest?cb=20180529232735,Female,Insurance Sales,https://vignette.wikia.nocookie.net/survivor/images/7/70/S25_Sarah_Dawson.jpg/revision/latest?cb=20120820190205,25
Katie Hanson,22,Newark,DE,Philippines,12,5,NA,5,16,4,https://vignette.wikia.nocookie.net/survivor/images/0/09/S25_katie_t.png/revision/latest?cb=20180529232738,Female,Former Miss Delaware,https://vignette.wikia.nocookie.net/survivor/images/4/46/S25_Katie_Hanson.jpg/revision/latest?cb=20120820170827,25
RC Saint-Amour,27,New York City,NY,Philippines,11,7,0,7,19,4,https://vignette.wikia.nocookie.net/survivor/images/d/de/S25_rc_t.png/revision/latest?cb=20180529232740,Female,Investment Banker,https://vignette.wikia.nocookie.net/survivor/images/5/5d/S25_R.C._Saint-Amour.jpg/revision/latest?cb=20120820171457,25
Jeff Kent,44,Austin,TX,Philippines,10,5,1,6,22,5,https://vignette.wikia.nocookie.net/survivor/images/b/b7/S25_jeff_t.png/revision/latest?cb=20180529232736,Male,Retired Baseball Player,https://vignette.wikia.nocookie.net/survivor/images/0/0d/S25_Jeff_Kent.jpg/revision/latest?cb=20120820170657,25
Artis Silvester,53,Terrytown,LA,Philippines,9,7,0,7,25,5,https://vignette.wikia.nocookie.net/survivor/images/2/29/S25_artis_t.png/revision/latest?cb=20180529232734,Male,Computer Engineer,https://vignette.wikia.nocookie.net/survivor/images/5/54/S25_Artis_Silvester.jpg/revision/latest?cb=20120820165907,25
Pete Yurkowski,24,Holmdel,NJ,Philippines,8,7,1,8,27,9,https://vignette.wikia.nocookie.net/survivor/images/3/37/S25_pete_t.png/revision/latest?cb=20180529232740,Male,Engineering Graduate,https://vignette.wikia.nocookie.net/survivor/images/b/b1/S25_Pete_Yurkowski.jpg/revision/latest?cb=20120820190521,25
Jonathan Penner,50,Los Angeles,CA,Philippines,7,5,3,8,30,14,https://vignette.wikia.nocookie.net/survivor/images/e/ed/S25_jonathan_t.png/revision/latest?cb=20180529232737,Male,Writer,https://vignette.wikia.nocookie.net/survivor/images/7/76/S25_Jonathan_Penner.jpg/revision/latest?cb=20120822163534,25
Carter Williams,24,Shawnee,KS,Philippines,6,5,4,9,33,5,https://vignette.wikia.nocookie.net/survivor/images/9/9c/S25_carter_t.png/revision/latest?cb=20180529232734,Male,Track Coach,https://vignette.wikia.nocookie.net/survivor/images/c/c4/S25_Carter_Williams.jpg/revision/latest?cb=20120820170034,25
Abi-Maria Gomes,32,Los Angeles,CA,Philippines,5,7,2,9,36,9,https://vignette.wikia.nocookie.net/survivor/images/8/88/S25_abimaria_t.png/revision/latest?cb=20180529232733,Female,Business Student,https://vignette.wikia.nocookie.net/survivor/images/f/fc/S31_Abi-Maria_Gomes.jpg/revision/latest?cb=20150828101718,25
Malcolm Freberg,25,Hermosa Beach,CA,Philippines,4,3,7,10,38,6,https://vignette.wikia.nocookie.net/survivor/images/7/79/S25_malcolm_t.png/revision/latest?cb=20180529232739,Male,Bartender,https://vignette.wikia.nocookie.net/survivor/images/7/77/S34_Malcolm_Cast_Photo1.jpg/revision/latest?cb=20170208232737,25
Lisa Whelchel,49,Dallas,TX,Philippines,2,7,1,8,39,0,https://vignette.wikia.nocookie.net/survivor/images/3/38/S25_lisa_t.png/revision/latest?cb=20180529232738,Female,Former TV Teen Star,https://vignette.wikia.nocookie.net/survivor/images/3/3b/S25_Lisa_Whelchel.jpg/revision/latest?cb=20120820170954,25
Michael Skupin,50,White Lake,MI,Philippines,2,7,3,10,39,0,https://vignette.wikia.nocookie.net/survivor/images/5/59/S25_michael_t.png/revision/latest?cb=20180529232739,Male,Software Publisher; Part-Time Professional Speaker,https://vignette.wikia.nocookie.net/survivor/images/0/0c/S25_Michael_Skupin.jpg/revision/latest?cb=20120822163640,25
Denise Stapley,41,Cedar Rapids,IA,Philippines,1,1,3,4,39,6,https://vignette.wikia.nocookie.net/survivor/images/2/2b/S25_denise_t.png/revision/latest?cb=20180529232736,Female,Sex Therapist,https://vignette.wikia.nocookie.net/survivor/images/d/df/S25_Denise_Stapley.jpg/revision/latest?cb=20120820190242,25
Francesca Hogi,38,Brooklyn,NY,Caramoan,20,1,NA,1,3,6,https://vignette.wikia.nocookie.net/survivor/images/2/28/S26_francesca_t.png/revision/latest?cb=20180530230314,Female,Attorney,https://vignette.wikia.nocookie.net/survivor/images/8/8f/S26_Francesca_Hogi.jpg/revision/latest?cb=20130111144511,26
Allie Pohevitz,25,Oceanside,NY,Caramoan,19,1,NA,1,5,6,https://vignette.wikia.nocookie.net/survivor/images/7/79/S26_allie_t.png/revision/latest?cb=20180530230309,Female,Bartender,https://vignette.wikia.nocookie.net/survivor/images/4/48/S26_Allie_Pohevitz.jpg/revision/latest?cb=20130111142748,26
Hope Driskill,23,Jefferson City,MO,Caramoan,18,1,NA,1,7,8,https://vignette.wikia.nocookie.net/survivor/images/2/21/S26_hope_t.png/revision/latest?cb=20180530230315,Female,Pre-Law Student,https://vignette.wikia.nocookie.net/survivor/images/c/c8/S26_Hope_Driskill.jpg/revision/latest?cb=20130111141637,26
Shamar Thomas,27,Brooklyn,NY,Caramoan,17,1,NA,1,10,8,https://vignette.wikia.nocookie.net/survivor/images/2/20/S26_shamar_t.png/revision/latest?cb=20180530230319,Male,Iraq War Veteran,https://vignette.wikia.nocookie.net/survivor/images/e/e5/S26_Shamar_Thomas.jpg/revision/latest?cb=20130111142630,26
Laura Alexander,23,Washington,D.C.,Caramoan,16,1,NA,1,10,6,https://vignette.wikia.nocookie.net/survivor/images/0/0f/S26_laura_t.png/revision/latest?cb=20180530230316,Female,Administrative Officer,https://vignette.wikia.nocookie.net/survivor/images/5/54/S26_Laura_Alexander.jpg/revision/latest?cb=20130111142011,26
Brandon Hantz,21,Katy,TX,Caramoan,15,6,NA,6,13,8,https://vignette.wikia.nocookie.net/survivor/images/f/fc/S26_brandon_t.png/revision/latest?cb=20180530230310,Male,"Oil Tanker Crewman
Chemical Disposal",https://vignette.wikia.nocookie.net/survivor/images/c/c6/S26_Brandon_Hantz.jpg/revision/latest?cb=20130111144510,26
Matt Bischoff,38,Cincinnati,OH,Caramoan,14,1,NA,1,16,4,https://vignette.wikia.nocookie.net/survivor/images/1/14/S26_matt_t.png/revision/latest?cb=20180530230317,Male,BMX Bike Sales,https://vignette.wikia.nocookie.net/survivor/images/7/70/S26_Matt_Bischoff.jpg/revision/latest?cb=20130111142134,26
Julia Landauer,21,Stanford,CA,Caramoan,13,1,NA,1,19,9,https://vignette.wikia.nocookie.net/survivor/images/8/82/S26_julia_t.png/revision/latest?cb=20180530230315,Female,Racecar Driver,https://vignette.wikia.nocookie.net/survivor/images/6/6c/S26_Julia_Landauer.jpg/revision/latest?cb=20130111141839,26
Corinne Kaplan,33,Los Angeles,CA,Caramoan,12,6,0,6,22,7,https://vignette.wikia.nocookie.net/survivor/images/5/53/S26_corinne_t.png/revision/latest?cb=20180530230312,Female,"Pharmaceutical Sales;
Clinical Consultant",https://vignette.wikia.nocookie.net/survivor/images/1/12/S26_Corinne_Kaplan.jpg/revision/latest?cb=20130111144511,26
Michael Snow,44,New York City,NY,Caramoan,11,1,1,2,25,10,https://vignette.wikia.nocookie.net/survivor/images/c/c8/S26_michael_t.png/revision/latest?cb=20180530230318,Male,Event Planner,https://vignette.wikia.nocookie.net/survivor/images/3/31/S26_Michael_Snow.jpg/revision/latest?cb=20130111142320,26
Phillip Sheppard,54,Santa Monica,CA,Caramoan,10,6,1,7,28,5,https://vignette.wikia.nocookie.net/survivor/images/5/53/S26_phillip_t.png/revision/latest?cb=20180530230318,Male,"Technology Executive
Software Sales",https://vignette.wikia.nocookie.net/survivor/images/0/02/S26_Phillip_Sheppard.jpg/revision/latest?cb=20130111144512,26
Malcolm Freberg,25,Hermosa Beach,CA,Caramoan,9,9,0,9,30,11,https://vignette.wikia.nocookie.net/survivor/images/7/78/S26_malcolm_t.png/revision/latest?cb=20180530230316,Male,Bartender,https://vignette.wikia.nocookie.net/survivor/images/7/77/S34_Malcolm_Cast_Photo1.jpg/revision/latest?cb=20170208232737,26
Reynold Toepfer,30,San Francisco,CA,Caramoan,8,4,3,7,31,9,https://vignette.wikia.nocookie.net/survivor/images/9/94/S26_reynold_t.png/revision/latest?cb=20180530230319,Male,Real Estate Sales,https://vignette.wikia.nocookie.net/survivor/images/a/a8/S26_Reynold_Toepfer.jpg/revision/latest?cb=20130111142428,26
Andrea Boehlke,23,New York City,NY,Caramoan,7,9,1,10,33,13,https://vignette.wikia.nocookie.net/survivor/images/a/a6/S26_andrea_t.png/revision/latest?cb=20180530230309,Female,"Student;
Entertainment Host/Writer",https://vignette.wikia.nocookie.net/survivor/images/8/8b/S34_Andrea_Cast_Photo1.jpg/revision/latest?cb=20170208225318,26
Brenda Lowe,29,Miami,FL,Caramoan,6,9,2,11,36,5,https://vignette.wikia.nocookie.net/survivor/images/5/5f/S26_brenda_t.png/revision/latest?cb=20180530230311,Female,Paddleboard Company Owner,https://vignette.wikia.nocookie.net/survivor/images/e/ea/S26_Brenda_Lowe.jpg/revision/latest?cb=20130111144511,26
Erik Reichenbach,27,Santa Clarita,CA,Caramoan,5,9,3,12,36,2,https://vignette.wikia.nocookie.net/survivor/images/8/81/S26_erik_t.png/revision/latest?cb=20180530230313,Male,"Ice Cream Scooper;
Comic Book Artist",https://vignette.wikia.nocookie.net/survivor/images/d/df/S26_Erik_Reichenbach.jpg/revision/latest?cb=20130111144511,26
Eddie Fox,23,East Brunswick,NJ,Caramoan,4,4,1,5,38,16,https://vignette.wikia.nocookie.net/survivor/images/0/0b/S26_eddie_t.png/revision/latest?cb=20180530230313,Male,Fireman/EMT,https://vignette.wikia.nocookie.net/survivor/images/f/fe/S26_Eddie_Fox.jpg/revision/latest?cb=20130111141518,26
Dawn Meehan,42,South Jordan,UT,Caramoan,2,6,2,8,39,2,https://vignette.wikia.nocookie.net/survivor/images/2/28/S26_dawn_t.png/revision/latest?cb=20180530230312,Female,English Professor,https://vignette.wikia.nocookie.net/survivor/images/3/38/S26_Dawn_Meehan.jpg/revision/latest?cb=20130111144511,26
Sherri Biethman,41,Boise,ID,Caramoan,2,4,0,4,39,6,https://vignette.wikia.nocookie.net/survivor/images/4/41/S26_sherri_t.png/revision/latest?cb=20180530230320,Female,Fast Food Franchisee,https://vignette.wikia.nocookie.net/survivor/images/d/dd/S26_Sherri_Biethman.jpg/revision/latest?cb=20130111142935,26
John Cochran,25,Washington,D.C.,Caramoan,1,6,6,12,39,0,https://vignette.wikia.nocookie.net/survivor/images/e/ea/S26_cochran_t.png/revision/latest?cb=20180530230311,Male,Harvard Law Student,https://vignette.wikia.nocookie.net/survivor/images/a/a0/S26_John_Cochran.jpg/revision/latest?cb=20130111144512,26
Rupert Boneham,49,Indianapolis,IN,Blood vs. Water,20,0,0,0,4,0,https://vignette.wikia.nocookie.net/survivor/images/8/89/S27_rupert_t.png/revision/latest?cb=20180531005056,Male,Troubled Teens Mentor,https://vignette.wikia.nocookie.net/survivor/images/e/e3/S27_Rupert_Boneham.jpg/revision/latest?cb=20130821173354,27
Colton Cumbie,22,Collinsville,AL,Blood vs. Water,19,2,NA,2,7,0,https://vignette.wikia.nocookie.net/survivor/images/a/a8/S27_colton_t.png/revision/latest?cb=20180531005049,Male,"Student;
Student Teacher",https://vignette.wikia.nocookie.net/survivor/images/d/df/S27_Colton_Cumbie.jpg/revision/latest?cb=20130821172731,27
Rachel Foulger,33,Provo,UT,Blood vs. Water,18,0,0,0,7,5,https://vignette.wikia.nocookie.net/survivor/images/0/0d/S27_rachel_t.png/revision/latest?cb=20180531005055,Female,Cocktail Waitress/Graphic Designer,https://vignette.wikia.nocookie.net/survivor/images/2/2d/S27_Rachel_Foulger.jpg/revision/latest?cb=20130821172023,27
Marissa Peterson,21,Chapel Hill,NC,Blood vs. Water,17,0,2,2,9,10,https://vignette.wikia.nocookie.net/survivor/images/3/37/S27_marissa_t.png/revision/latest?cb=20180531005054,Female,Student,https://vignette.wikia.nocookie.net/survivor/images/d/dd/S27_Marissa_Peterson.jpg/revision/latest?cb=20130821170909,27
Candice Cody,30,Washington,D.C.,Blood vs. Water,16,0,3,3,11,6,https://vignette.wikia.nocookie.net/survivor/images/c/c8/S27_candice_t.png/revision/latest?cb=20180531005048,Female,"Pre-Med Student;
Physician/Anesthesiology Resident",https://vignette.wikia.nocookie.net/survivor/images/4/43/S27_Candice_Cody.jpg/revision/latest?cb=20130821172901,27
Brad Culpepper,44,Tampa,FL,Blood vs. Water,15,0,1,1,14,7,https://vignette.wikia.nocookie.net/survivor/images/e/e4/S27_brad_t.png/revision/latest?cb=20180531005047,Male,Attorney/Former NFL Player,https://vignette.wikia.nocookie.net/survivor/images/4/4d/S34_Brad_Cast_Photo1.jpg/revision/latest?cb=20170208230145,27
Kat Edorsson,23,Orlando,FL,Blood vs. Water,14,4,0,4,17,5,https://vignette.wikia.nocookie.net/survivor/images/9/97/S27_kat_t.png/revision/latest?cb=20180531005052,Female,"Timeshare Representative;
Full Time Student/Sales",https://vignette.wikia.nocookie.net/survivor/images/d/db/S27_Kat_Edorsson.jpg/revision/latest?cb=20130821173054,27
John Cody,30,Washington,D.C.,Blood vs. Water,13,0,4,4,19,8,https://vignette.wikia.nocookie.net/survivor/images/9/99/S27_john_t.png/revision/latest?cb=20180531005051,Male,"Physician, Army Orthopedic Surgery Resident",https://vignette.wikia.nocookie.net/survivor/images/e/e3/S27_John_Cody.jpg/revision/latest?cb=20130821171013,27
Laura Boneham,44,Indianapolis,IN,Blood vs. Water,12,4,0,4,19,11,https://vignette.wikia.nocookie.net/survivor/images/6/68/S27_laurab_t.png/revision/latest?cb=20180531005053,Female,Merchandiser,https://vignette.wikia.nocookie.net/survivor/images/c/c2/S27_Laura_Boneham.jpg/revision/latest?cb=20130821165940,27
Aras Baskauskas,31,Santa Monica,CA,Blood vs. Water,11,6,0,6,25,7,https://vignette.wikia.nocookie.net/survivor/images/7/74/S27_aras_t.png/revision/latest?cb=20180531005046,Male,"Yoga Instructor;
Musician",https://vignette.wikia.nocookie.net/survivor/images/d/dc/S27_Aras_Baskauskas.jpg/revision/latest?cb=20130821172320,27
Vytas Baskauskas,33,Santa Monica,CA,Blood vs. Water,10,1,2,3,27,10,https://vignette.wikia.nocookie.net/survivor/images/0/06/S27_vytas_t.png/revision/latest?cb=20180531005057,Male,Yoga Instructor/Math Professor,https://vignette.wikia.nocookie.net/survivor/images/0/0d/S31_Vytas_Baskauskas.jpg/revision/latest?cb=20150825194657,27
Caleb Bankston,26,Collinsville,AL,Blood vs. Water,9,3,0,3,30,4,https://vignette.wikia.nocookie.net/survivor/images/1/11/S27_caleb_t.png/revision/latest?cb=20180531005048,Male,Post Office Manager/Farmer,https://vignette.wikia.nocookie.net/survivor/images/d/d7/S27_Caleb_Bankston.jpg/revision/latest?cb=20130821172508,27
Katie Collins,25,New York City,NY,Blood vs. Water,8,1,1,2,33,4,https://vignette.wikia.nocookie.net/survivor/images/d/db/S27_katie_t.png/revision/latest?cb=20180531005052,Female,Hedge Fund Support,https://vignette.wikia.nocookie.net/survivor/images/a/a3/S27_Katie_Collins.jpg/revision/latest?cb=20130821171748,27
