contestant,age,city,state_abbr,season,finish,tribalChallengeWins,individualChallengeWins,totalWins,daysLasted,votesAgainst,iconPictureURL,gender,occupation,fullPictureURL,season_number
Reed Kelly,31,New York City,NY,San Juan del Sur,8,9,4,13,29,10,https://vignette.wikia.nocookie.net/survivor/images/8/82/S29_reed_t.png/revision/latest?cb=20180601183601,Male,Broadway Performer/Model/Aerialist,https://vignette.wikia.nocookie.net/survivor/images/a/a6/S29_Reed_Kelly.jpg/revision/latest?cb=20140827174105,29
Alec Christy,22,Winter Park,FL,San Juan del Sur,7,5,2,7,32,4,https://vignette.wikia.nocookie.net/survivor/images/5/53/S29_alec_t.png/revision/latest?cb=20180601183509,Male,Student,https://vignette.wikia.nocookie.net/survivor/images/7/73/S29_Alec_Christy.jpg/revision/latest?cb=20140827180155,29
Jon Misch,26,Waterford,MI,San Juan del Sur,6,6,3,9,35,8,https://vignette.wikia.nocookie.net/survivor/images/3/31/S29_jon_t.png/revision/latest?cb=20180601183526,Male,Financial Assistant,https://vignette.wikia.nocookie.net/survivor/images/4/42/S29_Jon_Misch.jpg/revision/latest?cb=20140827180333,29
Baylor Wilson,20,Nashville,TN,San Juan del Sur,5,2,2,4,37,17,https://vignette.wikia.nocookie.net/survivor/images/0/06/S29_baylor_t.png/revision/latest?cb=20180601183512,Female,Student,https://vignette.wikia.nocookie.net/survivor/images/5/51/S29_Baylor_Wilson.jpg/revision/latest?cb=20140827175913,29
Keith Nale,53,Shreveport,LA,San Juan del Sur,4,6,6,12,38,16,https://vignette.wikia.nocookie.net/survivor/images/b/b0/S29_keith_t.png/revision/latest?cb=20180601183542,Male,Fire Captain,https://vignette.wikia.nocookie.net/survivor/images/1/19/S31_Keith_Nale.jpg/revision/latest?cb=20150825191858,29
Missy Payne,47,Dallas,TX,San Juan del Sur,3,6,1,7,39,3,https://vignette.wikia.nocookie.net/survivor/images/2/22/S29_missy_t.png/revision/latest?cb=20180601183546,Female,Competitive Cheerleading Gym Owner,https://vignette.wikia.nocookie.net/survivor/images/1/15/S29_Missy_Payne.jpg/revision/latest?cb=20140827174538,29
Jaclyn Schultz,25,Las Vegas,NV,San Juan del Sur,2,2,2,4,39,6,https://vignette.wikia.nocookie.net/survivor/images/8/8b/S29_jaclyn_t.png/revision/latest?cb=20180601183519,Female,Media Buyer,https://vignette.wikia.nocookie.net/survivor/images/7/77/S29_Jaclyn_Schultz.jpg/revision/latest?cb=20141002022132,29
Natalie Anderson,28,Edgewater,NJ,San Juan del Sur,1,9,4,13,39,0,https://vignette.wikia.nocookie.net/survivor/images/f/f5/S29_natalie_t.png/revision/latest?cb=20180601183556,Female,Crossfit Coach/Physical Therapy Student,https://vignette.wikia.nocookie.net/survivor/images/7/7a/S29_Natalie_Anderson.jpg/revision/latest?cb=20140827174236,29
So Kim,31,Long Beach,CA,Worlds Apart,18,0,NA,0,3,4,https://vignette.wikia.nocookie.net/survivor/images/f/f1/S30_so_t.png/revision/latest?cb=20180601191413,Female,Retail Buyer,https://vignette.wikia.nocookie.net/survivor/images/5/53/S30_So_Kim.jpg/revision/latest?cb=20150121222442,30
Vince Sly,32,Santa Monica,CA,Worlds Apart,17,1,NA,1,6,3,https://vignette.wikia.nocookie.net/survivor/images/5/53/S30_vince_t.png/revision/latest?cb=20180601191417,Male,Coconut Vendor,https://vignette.wikia.nocookie.net/survivor/images/b/b3/S30_Vince_Sly.jpg/revision/latest?cb=20150121215538,30
Nina Poersch,51,Palmdale,CA,Worlds Apart,16,1,NA,1,8,4,https://vignette.wikia.nocookie.net/survivor/images/8/84/S30_nina_t.png/revision/latest?cb=20180601191407,Female,Hearing Advocate,https://vignette.wikia.nocookie.net/survivor/images/2/20/S30_Nina_Poersch.jpg/revision/latest?cb=20150121214814,30
Lindsey Cascaddan,24,College Park,FL,Worlds Apart,15,3,NA,3,11,5,https://vignette.wikia.nocookie.net/survivor/images/1/1f/S30_lindsey_t.png/revision/latest?cb=20180601191403,Female,Hairdresser,https://vignette.wikia.nocookie.net/survivor/images/5/50/S30_Lindsey_Cascaddan.jpg/revision/latest?cb=20150121205544,30
Max Dawson,37,Topanga,CA,Worlds Apart,14,4,NA,4,14,5,https://vignette.wikia.nocookie.net/survivor/images/4/48/S30_max_t.png/revision/latest?cb=20180601191404,Male,Media Consultant,https://vignette.wikia.nocookie.net/survivor/images/c/cd/S30_Max_Dawson.jpg/revision/latest?cb=20150121221612,30
Joaquin Souberbielle,27,Valley Stream,NY,Worlds Apart,13,6,NA,6,16,4,https://vignette.wikia.nocookie.net/survivor/images/9/99/S30_joaquin_t.png/revision/latest?cb=20180601191358,Male,Marketing Director,https://vignette.wikia.nocookie.net/survivor/images/1/16/S30_Joaquin_Souberbielle.jpg/revision/latest?cb=20150121222944,30
Kelly Remington,44,Grand Island,NY,Worlds Apart,12,5,0,5,19,4,https://vignette.wikia.nocookie.net/survivor/images/8/85/S30_kelly_t.png/revision/latest?cb=20180601191400,Female,State Trooper,https://vignette.wikia.nocookie.net/survivor/images/1/18/S30_Kelly_Remington.jpg/revision/latest?cb=20150121205129,30
Hali Ford,25,San Francisco,CA,Worlds Apart,11,5,0,5,22,8,https://vignette.wikia.nocookie.net/survivor/images/f/fb/S30_hali_t.png/revision/latest?cb=20180601191354,Female,Law Student,https://vignette.wikia.nocookie.net/survivor/images/9/95/S34_Hali_Cast_Photo1.jpg/revision/latest?cb=20170208190939,30
Joe Anglim,25,Scottsdale,AZ,Worlds Apart,10,5,3,8,24,8,https://vignette.wikia.nocookie.net/survivor/images/4/49/S30_joe_t.png/revision/latest?cb=20180601191359,Male,Jewelry Designer,https://vignette.wikia.nocookie.net/survivor/images/f/f3/S31_Joe_Anglim.jpg/revision/latest?cb=20150825192539,30
Jenn Brown,22,Long Beach,CA,Worlds Apart,9,5,0,5,27,18,https://vignette.wikia.nocookie.net/survivor/images/0/0e/S30_jenn_t.png/revision/latest?cb=20180601191356,Female,Sailing Instructor,https://vignette.wikia.nocookie.net/survivor/images/d/d8/S30_Jenn_Brown.jpg/revision/latest?cb=20150121213318,30
Shirin Oskooi,31,San Francisco,CA,Worlds Apart,8,6,1,7,29,7,https://vignette.wikia.nocookie.net/survivor/images/6/67/S30_shirin_t.png/revision/latest?cb=20180601191411,Female,Yahoo! Executive,https://vignette.wikia.nocookie.net/survivor/images/5/53/S31_Shirin_Oskooi.jpg/revision/latest?cb=20150828112344,30
Tyler Fredrickson,33,Los Angeles,CA,Worlds Apart,7,6,3,9,32,5,https://vignette.wikia.nocookie.net/survivor/images/b/ba/S30_tyler_t.png/revision/latest?cb=20180601191415,Male,Ex-Talent Agent Assistant,https://vignette.wikia.nocookie.net/survivor/images/2/2d/S30_Tyler_Fredrickson.jpg/revision/latest?cb=20150121223350,30
Dan Foley,47,Gorham,ME,Worlds Apart,6,5,2,7,35,9,https://vignette.wikia.nocookie.net/survivor/images/2/2e/S30_dan_t.png/revision/latest?cb=20180601191353,Male,Postal Worker,https://vignette.wikia.nocookie.net/survivor/images/2/2f/S30_Dan_Foley.jpg/revision/latest?cb=20150121204743,30
Sierra Dawn Thomas,27,Roy,UT,Worlds Apart,5,5,2,7,37,6,https://vignette.wikia.nocookie.net/survivor/images/a/a3/S30_sierra_t.png/revision/latest?cb=20180601191413,Female,Barrel Racer,https://vignette.wikia.nocookie.net/survivor/images/2/22/S34_Sierra_Cast_Photo1.jpg/revision/latest?cb=20170208191857,30
Rodney Lavoie Jr.,24,Boston,MA,Worlds Apart,4,5,0,5,38,5,https://vignette.wikia.nocookie.net/survivor/images/6/6a/S30_rodney_t.png/revision/latest?cb=20180601191410,Male,General Contractor,https://vignette.wikia.nocookie.net/survivor/images/2/21/S30_Rodney_Lavoie_Jr.jpg/revision/latest?cb=20150121210938,30
Carolyn Rivera,52,Tampa,FL,Worlds Apart,2,6,5,11,39,10,https://vignette.wikia.nocookie.net/survivor/images/c/c2/S30_carolyn_t.png/revision/latest?cb=20180601191352,Female,Corporate Executive,https://vignette.wikia.nocookie.net/survivor/images/9/9e/S30_Carolyn_Rivera.jpg/revision/latest?cb=20150121220834,30
Will Sims II,41,Sherman Oaks,CA,Worlds Apart,2,5,2,7,39,4,https://vignette.wikia.nocookie.net/survivor/images/6/6d/S30_will_t.png/revision/latest?cb=20180601191418,Male,YouTube Sensation,https://vignette.wikia.nocookie.net/survivor/images/1/11/S30_Will_Sims_II.jpg/revision/latest?cb=20150121220412,30
Mike Holloway,38,North Richland Hills,TX,Worlds Apart,1,5,9,14,39,4,https://vignette.wikia.nocookie.net/survivor/images/7/76/S30_mike_t.png/revision/latest?cb=20180601191406,Male,Oil Driller,https://vignette.wikia.nocookie.net/survivor/images/7/7b/S30_Mike_Holloway.jpg/revision/latest?cb=20150121210212,30
Vytas Baskauskas,35,Santa Monica,CA,Cambodia,20,1,NA,1,3,6,https://vignette.wikia.nocookie.net/survivor/images/8/8e/S31_vytas_t.png/revision/latest?cb=20180602010200,Male,Yoga Instructor/Math Professor,https://vignette.wikia.nocookie.net/survivor/images/0/0d/S31_Vytas_Baskauskas.jpg/revision/latest?cb=20150825194657,31
Shirin Oskooi,32,San Francisco,CA,Cambodia,19,1,NA,1,6,5,https://vignette.wikia.nocookie.net/survivor/images/4/49/S31_shirin_t.png/revision/latest?cb=20180602010157,Female,Yahoo! Executive,https://vignette.wikia.nocookie.net/survivor/images/5/53/S31_Shirin_Oskooi.jpg/revision/latest?cb=20150828112344,31
Peih-Gee Law,37,San Francisco,CA,Cambodia,18,1,NA,1,9,4,https://vignette.wikia.nocookie.net/survivor/images/b/bc/S31_peihgee_t.png/revision/latest?cb=20180602010156,Female,Jeweler,https://vignette.wikia.nocookie.net/survivor/images/0/0b/S31_Peih-Gee_Law.jpg/revision/latest?cb=20150825194050,31
Jeff Varner,49,Greensboro,NC,Cambodia,17,2,NA,2,11,4,https://vignette.wikia.nocookie.net/survivor/images/7/7b/S31_jeff_t.png/revision/latest?cb=20180602010151,Male,Internet Projects Manager,https://vignette.wikia.nocookie.net/survivor/images/6/6f/S34_Jeff_Cast_Photo1.jpg/revision/latest?cb=20170209012442,31
Monica Padilla,30,Queens,NY,Cambodia,16,4,NA,4,13,3,https://vignette.wikia.nocookie.net/survivor/images/b/b0/S31_monica_t.png/revision/latest?cb=20180602010155,Female,Law Student,https://vignette.wikia.nocookie.net/survivor/images/7/77/S31_Monica_Padilla.jpg/revision/latest?cb=20150825193823,31
Terry Deitz,55,Simsbury,CT,Cambodia,15,6,NA,6,13,0,https://vignette.wikia.nocookie.net/survivor/images/d/d2/S31_terry_t.png/revision/latest?cb=20180602010159,Male,Pilot,https://vignette.wikia.nocookie.net/survivor/images/c/c6/S31_Terry_Deitz.jpg/revision/latest?cb=20150825194917,31
Woo Hwang,31,Newport Beach,CA,Cambodia,14,5,NA,5,16,5,https://vignette.wikia.nocookie.net/survivor/images/f/f6/S31_woo_t.png/revision/latest?cb=20180602010202,Male,Martial Arts Instructor,https://vignette.wikia.nocookie.net/survivor/images/f/f2/S31_Woo_Hwang.jpg/revision/latest?cb=20150825194402,31
Kass McQuillen,43,Tehachapi,CA,Cambodia,13,8,0,8,19,6,https://vignette.wikia.nocookie.net/survivor/images/f/fa/S31_kass_t.png/revision/latest?cb=20180602010152,Female,Attorney,https://vignette.wikia.nocookie.net/survivor/images/b/bf/S31_Kass_McQuillen.jpg/revision/latest?cb=20150828101028,31
Andrew Savage,51,San Jose,CA,Cambodia,12,6,0,6,21,4,https://vignette.wikia.nocookie.net/survivor/images/4/4b/S31_andrew_t.png/revision/latest?cb=20180602010149,Male,Attorney,https://vignette.wikia.nocookie.net/survivor/images/d/d9/S31_Andrew_Savage.jpg/revision/latest?cb=20150825190106,31
Kelly Wiglesworth,37,Greensboro,NC,Cambodia,11,4,1,5,24,8,https://vignette.wikia.nocookie.net/survivor/images/f/f6/S31_kelly_t.png/revision/latest?cb=20180602010154,Female,River Guide,https://vignette.wikia.nocookie.net/survivor/images/7/76/S31_Kelly_Wiglesworth.jpg/revision/latest?cb=20150825193054,31
Ciera Eastin,26,Salem,OR,Cambodia,10,8,3,11,26,10,https://vignette.wikia.nocookie.net/survivor/images/2/21/S31_ciera_t.png/revision/latest?cb=20180602010150,Female,Cosmetology Student,https://vignette.wikia.nocookie.net/survivor/images/7/76/S34_Ciera_Cast_Photo1.jpg/revision/latest?cb=20170208232548,31
Stephen Fishbach,36,New York City,NY,Cambodia,9,5,2,7,29,9,https://vignette.wikia.nocookie.net/survivor/images/0/01/S31_stephen_t.png/revision/latest?cb=20180602010158,Male,Corporate Consultant,https://vignette.wikia.nocookie.net/survivor/images/8/82/S31_Stephen_Fishbach.jpg/revision/latest?cb=20150825195151,31
Joe Anglim,26,Scottsdale,AZ,Cambodia,8,8,7,15,32,8,https://vignette.wikia.nocookie.net/survivor/images/1/19/S31_joe_t.png/revision/latest?cb=20180602010152,Male,Jewelry Designer,https://vignette.wikia.nocookie.net/survivor/images/f/f3/S31_Joe_Anglim.jpg/revision/latest?cb=20150825192539,31
Abi-Maria Gomes,35,Los Angeles,CA,Cambodia,7,5,1,6,35,14,https://vignette.wikia.nocookie.net/survivor/images/8/8d/S31_abimaria_t.png/revision/latest?cb=20180602010148,Female,Business Student,https://vignette.wikia.nocookie.net/survivor/images/f/fc/S31_Abi-Maria_Gomes.jpg/revision/latest?cb=20150828101718,31
Kimmi Kappenberg,42,The Woodlands,TX,Cambodia,6,5,1,6,36,5,https://vignette.wikia.nocookie.net/survivor/images/3/3f/S31_kimmi_t.png/revision/latest?cb=20180602010155,Female,Bartender,https://vignette.wikia.nocookie.net/survivor/images/5/5d/S31_Kimmi_Kappenberg.jpg/revision/latest?cb=20150825193342,31
Keith Nale,54,Keithville,LA,Cambodia,5,8,3,11,37,4,https://vignette.wikia.nocookie.net/survivor/images/9/90/S31_keith_t.png/revision/latest?cb=20180602010153,Male,Fire Captain,https://vignette.wikia.nocookie.net/survivor/images/1/19/S31_Keith_Nale.jpg/revision/latest?cb=20150825191858,31
Kelley Wentworth,29,Seattle,WA,Cambodia,4,7,4,11,38,17,https://vignette.wikia.nocookie.net/survivor/images/1/18/S31_kelley_t.png/revision/latest?cb=20180602010154,Female,Marketing Manager,https://vignette.wikia.nocookie.net/survivor/images/f/fe/S31_Kelley_Wentworth.jpg/revision/latest?cb=20150825192226,31
Spencer Bledsoe,23,Chicago,IL,Cambodia,2,4,5,9,39,11,https://vignette.wikia.nocookie.net/survivor/images/8/8e/S31_spencer_t.png/revision/latest?cb=20180602010157,Male,Economics Student,https://vignette.wikia.nocookie.net/survivor/images/4/4a/S31_Spencer_Bledsoe.jpg/revision/latest?cb=20150825195339,31
Tasha Fox,39,St. Louis,MO,Cambodia,2,5,2,7,39,8,https://vignette.wikia.nocookie.net/survivor/images/f/f5/S31_tasha_t.png/revision/latest?cb=20180602010158,Female,Accountant,https://vignette.wikia.nocookie.net/survivor/images/4/42/S31_Tasha_Fox.jpg/revision/latest?cb=20150825193622,31
Jeremy Collins,37,Foxboro,MA,Cambodia,1,5,1,6,39,3,https://vignette.wikia.nocookie.net/survivor/images/8/83/S31_jeremy_t.png/revision/latest?cb=20180602010151,Male,Cambridge Firefighter,https://vignette.wikia.nocookie.net/survivor/images/1/19/S31_Jeremy_Collins.jpg/revision/latest?cb=20150825190746,31
Darnell Hamilton,27,Chicago,IL,Kaôh Rōng,18,0,NA,0,3,7,https://vignette.wikia.nocookie.net/survivor/images/f/fe/S32_darnell_t.png/revision/latest?cb=20180602014723,Male,Postal Worker,https://vignette.wikia.nocookie.net/survivor/images/6/63/S32_Darnell_Hamilton.jpg/revision/latest?cb=20160120161757,NA
Jennifer Lanzetti,38,Salt Lake City,UT,Kaôh Rōng,17,0,NA,0,6,3,https://vignette.wikia.nocookie.net/survivor/images/7/7c/S32_jennifer_t.png/revision/latest?cb=20180602014725,Female,Contractor,https://vignette.wikia.nocookie.net/survivor/images/8/85/S32_Jennifer_Lanzetti.jpg/revision/latest?cb=20160120163213,NA
Liz Markham,27,New York City,NY,Kaôh Rōng,16,2,NA,2,8,5,https://vignette.wikia.nocookie.net/survivor/images/d/d9/S32_liz_t.png/revision/latest?cb=20180602014727,Female,Quantitative Strategist,https://vignette.wikia.nocookie.net/survivor/images/7/78/S32_Elisabeth_Markham.jpg/revision/latest?cb=20160120172338,NA
Caleb Reynolds,28,Hopkinsville,KY,Kaôh Rōng,15,4,NA,4,9,NA,https://vignette.wikia.nocookie.net/survivor/images/a/a1/S32_caleb_t.png/revision/latest?cb=20180602014722,Male,Army Veteran,https://vignette.wikia.nocookie.net/survivor/images/f/f0/S34_Caleb_Cast_Photo2.jpg/revision/latest?cb=20170208190637,NA
Alecia Holden,24,Dallas,TX,Kaôh Rōng,14,1,NA,1,11,8,https://vignette.wikia.nocookie.net/survivor/images/4/40/S32_alecia_t.png/revision/latest?cb=20180602014720,Female,Real Estate Agent,https://vignette.wikia.nocookie.net/survivor/images/1/14/S32_Alecia_Holden.jpg/revision/latest?cb=20160120163616,NA
Anna Khait,26,Brooklyn,NY,Kaôh Rōng,13,5,NA,5,13,5,https://vignette.wikia.nocookie.net/survivor/images/d/df/S32_anna_t.png/revision/latest?cb=20180602014721,Female,Pro Poker Player,https://vignette.wikia.nocookie.net/survivor/images/2/27/S32_Anna_Khait.jpg/revision/latest?cb=20160120171853,NA
Peter Baggenstos,34,Minneapolis,MN,Kaôh Rōng,12,5,NA,5,16,7,https://vignette.wikia.nocookie.net/survivor/images/6/6f/S32_peter_t.png/revision/latest?cb=20180602014730,Male,ER Doctor,https://vignette.wikia.nocookie.net/survivor/images/3/32/S32_Peter_Baggenstos.jpg/revision/latest?cb=20160120165533,NA
Neal Gottlieb,38,Sausalito,CA,Kaôh Rōng,11,6,0,6,19,0,https://vignette.wikia.nocookie.net/survivor/images/f/f9/S32_neal_t.png/revision/latest?cb=20180602014729,Male,Ice Cream Entrepreneur,https://vignette.wikia.nocookie.net/survivor/images/b/b2/S32_Neal_Gottlieb.jpg/revision/latest?cb=20160120172648,NA
Nick Maiorano,30,Redondo Beach,CA,Kaôh Rōng,10,7,2,9,22,6,https://vignette.wikia.nocookie.net/survivor/images/a/aa/S32_nick_t.png/revision/latest?cb=20180602014729,Male,Personal Trainer,https://vignette.wikia.nocookie.net/survivor/images/d/d1/S32_Nick_Maiorano.jpg/revision/latest?cb=20160120173024,NA
Debbie Wanner,49,Reading,PA,Kaôh Rōng,9,6,1,7,24,5,https://vignette.wikia.nocookie.net/survivor/images/4/45/S32_debbie_t.png/revision/latest?cb=20180602014724,Female,Chemist,https://vignette.wikia.nocookie.net/survivor/images/2/2c/S34_Debbie_Cast_Photo1.jpg/revision/latest?cb=20170208185805,NA
Scot Pollard,40,Carmel,IN,Kaôh Rōng,8,2,2,4,27,7,https://vignette.wikia.nocookie.net/survivor/images/6/6f/S32_scot_t.png/revision/latest?cb=20180602014731,Male,Former NBA Champion,https://vignette.wikia.nocookie.net/survivor/images/c/cf/S32_Scot_Pollard.jpg/revision/latest?cb=20160120173531,NA
Julia Sokolowski,19,Boston,MA,Kaôh Rōng,7,6,4,10,29,7,https://vignette.wikia.nocookie.net/survivor/images/a/ac/S32_julia_t.png/revision/latest?cb=20180602014727,Female,College Student,https://vignette.wikia.nocookie.net/survivor/images/d/db/S32_Julia_Sokolowski.jpg/revision/latest?cb=20160120173144,NA
Kyle Jason,31,Detroit,MI,Kaôh Rōng,6,3,3,6,32,5,https://vignette.wikia.nocookie.net/survivor/images/b/b1/S32_jason_t.png/revision/latest?cb=20180602014724,Male,Bounty Hunter,https://vignette.wikia.nocookie.net/survivor/images/d/da/S31_Kyle_Jason.jpg/revision/latest?cb=20160120161211,NA
Joe del Campo,72,Vero Beach,FL,Kaôh Rōng,5,5,1,6,34,1,https://vignette.wikia.nocookie.net/survivor/images/2/2d/S32_joe_t.png/revision/latest?cb=20180602014726,Male,Former FBI Agent,https://vignette.wikia.nocookie.net/survivor/images/a/a1/S32_Joseph_Del_Campo.jpg/revision/latest?cb=20160120165941,NA
Cydney Gillon,23,Douglasville,GA,Kaôh Rōng,4,3,2,5,37,5,https://vignette.wikia.nocookie.net/survivor/images/7/71/S32_cydney_t.png/revision/latest?cb=20180602014723,Female,Bodybuilder,https://vignette.wikia.nocookie.net/survivor/images/0/03/S32_Cyndey_Gillon.jpg/revision/latest?cb=20160120174133,NA
Tai Trang,51,San Francisco,CA,Kaôh Rōng,3,6,5,11,39,4,https://vignette.wikia.nocookie.net/survivor/images/c/cb/S32_tai_t.png/revision/latest?cb=20180602014731,Male,Gardener,https://vignette.wikia.nocookie.net/survivor/images/5/52/S34_Tai_Cast_Photo1.jpg/revision/latest?cb=20170208192007,NA
Aubry Bracco,29,Cambridge,MA,Kaôh Rōng,2,5,1,6,39,8,https://vignette.wikia.nocookie.net/survivor/images/7/7d/S32_aubry_t.png/revision/latest?cb=20180602014721,Female,Social Media Marketer,https://vignette.wikia.nocookie.net/survivor/images/c/c5/S34_Aubry_Cast_Photo1.jpg/revision/latest?cb=20170208225449,NA
Michele Fitzgerald,24,Freehold,NJ,Kaôh Rōng,1,7,6,13,39,2,https://vignette.wikia.nocookie.net/survivor/images/3/3e/S32_michele_t.png/revision/latest?cb=20180602014728,Female,Bartender,https://vignette.wikia.nocookie.net/survivor/images/6/64/S32_Michelle_Fitzgerald.jpg/revision/latest?cb=20160120170516,NA
Rachel Ako,37,Los Angeles,CA,Millennials vs. Gen X,20,0,NA,0,4,5,https://vignette.wikia.nocookie.net/survivor/images/b/b3/S33_rachel_t.png/revision/latest?cb=20180602022121,Female,Recruiting Director,https://vignette.wikia.nocookie.net/survivor/images/7/7e/S33-rachel-ako.jpg/revision/latest?cb=20160817205013,33
Mari Takahashi,31,Los Angeles,CA,Millennials vs. Gen X,19,1,NA,1,7,7,https://vignette.wikia.nocookie.net/survivor/images/6/6c/S33_mari_t.png/revision/latest?cb=20180602022118,Female,Gamer,https://vignette.wikia.nocookie.net/survivor/images/7/74/S33-mari-takahashi.jpg/revision/latest?cb=20160817171854,33
Paul Wachter,52,Sugarloaf Key,FL,Millennials vs. Gen X,18,1,NA,1,10,6,https://vignette.wikia.nocookie.net/survivor/images/d/db/S33_paul_t.png/revision/latest?cb=20180602022120,Male,Boat Mechanic,https://vignette.wikia.nocookie.net/survivor/images/5/5d/S33-paul-wachter.jpg/revision/latest?cb=20160817205521,33
Lucy Huang,42,Diamond Bar,CA,Millennials vs. Gen X,17,2,NA,2,12,2,https://vignette.wikia.nocookie.net/survivor/images/b/b1/S33_lucy_t.png/revision/latest?cb=20180602022117,Female,Dietician,https://vignette.wikia.nocookie.net/survivor/images/6/60/S33-lucy-huang.jpg/revision/latest?cb=20160817205847,33
CeCe Taylor,39,Granada Hills,CA,Millennials vs. Gen X,16,2,NA,2,15,11,https://vignette.wikia.nocookie.net/survivor/images/1/1e/S33_cece_t.png/revision/latest?cb=20180928174444,Female,Insurance Adjuster,https://vignette.wikia.nocookie.net/survivor/images/5/58/S33-ciandra-taylor.jpg/revision/latest?cb=20160817183109,33
Figgy Figueroa,23,Nashville,TN,Millennials vs. Gen X,15,4,NA,4,18,6,https://vignette.wikia.nocookie.net/survivor/images/5/5f/S33_figgy_t.png/revision/latest?cb=20180602022114,Female,Bartender,https://vignette.wikia.nocookie.net/survivor/images/d/de/S33-jessica-figueroa.jpg/revision/latest?cb=20160817172322,33
Michaela Bradshaw,25,Fort Worth,TX,Millennials vs. Gen X,14,7,NA,7,20,4,https://vignette.wikia.nocookie.net/survivor/images/1/18/S33_michaela_t.png/revision/latest?cb=20180928174446,Female,Vacation Club Sales,https://vignette.wikia.nocookie.net/survivor/images/0/0a/S34_Michaela_Cast_Photo1.jpg/revision/latest?cb=20170208191418,33
Michelle Schubert,28,Yakima,WA,Millennials vs. Gen X,13,7,0,7,23,10,https://vignette.wikia.nocookie.net/survivor/images/5/51/S33_michelle_t.png/revision/latest?cb=20180602022119,Female,Missionary Recruiter,https://vignette.wikia.nocookie.net/survivor/images/4/47/S33-michelle-schubert.jpg/revision/latest?cb=20160817172456,33
Taylor Stocker,24,Post Falls,ID,Millennials vs. Gen X,12,5,1,6,25,7,https://vignette.wikia.nocookie.net/survivor/images/b/b1/S33_taylor_t.png/revision/latest?cb=20180602022122,Male,Snowboard Instructor,https://vignette.wikia.nocookie.net/survivor/images/e/e3/S33-taylor-stocker.jpg/revision/latest?cb=20160817172805,33
Chris Hammons,38,Moore,OK,Millennials vs. Gen X,11,6,1,7,28,7,https://vignette.wikia.nocookie.net/survivor/images/0/05/S33_chris_t.png/revision/latest?cb=20180602022112,Male,Trial Lawyer,https://vignette.wikia.nocookie.net/survivor/images/2/25/S33-chris-hammons.jpg/revision/latest?cb=20160817174539,33
Jessica Lewis,37,Voorheesville,NY,Millennials vs. Gen X,10,4,0,4,30,9,https://vignette.wikia.nocookie.net/survivor/images/d/de/S33_jessica_t.png/revision/latest?cb=20180602022116,Female,Assistant District Attorney,https://vignette.wikia.nocookie.net/survivor/images/6/6f/S33-jessica-lewis.jpg/revision/latest?cb=20160817180619,33
Zeke Smith,28,Brooklyn,NY,Millennials vs. Gen X,9,7,2,9,33,14,https://vignette.wikia.nocookie.net/survivor/images/9/9a/S33_zeke_t.png/revision/latest?cb=20180602022124,Male,Asset Manager,https://vignette.wikia.nocookie.net/survivor/images/b/bb/S34_Zeke_Cast_Photo1.jpg/revision/latest?cb=20170209010402,33
Will Wahl,18,Long Valley,NJ,Millennials vs. Gen X,8,7,1,8,34,6,https://vignette.wikia.nocookie.net/survivor/images/b/bf/S33_will_t.png/revision/latest?cb=20180602022123,Male,High-School Student,https://vignette.wikia.nocookie.net/survivor/images/3/38/S33-will-wahl.jpg/revision/latest?cb=20160817171709,33
Sunday Burquest,45,Otsego,MN,Millennials vs. Gen X,7,6,3,9,35,5,https://vignette.wikia.nocookie.net/survivor/images/7/75/S33_sunday_t.png/revision/latest?cb=20180602022122,Female,Youth Pastor,https://vignette.wikia.nocookie.net/survivor/images/3/33/S33-sunday-burquest.jpg/revision/latest?cb=20170119203922,33
Jay Starrett,27,Fort Lauderdale,FL,Millennials vs. Gen X,6,7,3,10,36,10,https://vignette.wikia.nocookie.net/survivor/images/8/84/S33_jay_t.png/revision/latest?cb=20180602022115,Male,Real Estate Agent,https://vignette.wikia.nocookie.net/survivor/images/5/54/S33-justin-starrett.jpg/revision/latest?cb=20160817171525,33
Bret LaBelle,42,Dedham,MA,Millennials vs. Gen X,5,6,3,9,37,5,https://vignette.wikia.nocookie.net/survivor/images/2/21/S33_bret_t.png/revision/latest?cb=20180602022111,Male,Police Sergeant,https://vignette.wikia.nocookie.net/survivor/images/f/f2/S33-bret-labelle.jpg/revision/latest?cb=20160817175414,33
David Wright,42,Sherman Oaks,CA,Millennials vs. Gen X,4,6,3,9,38,10,https://vignette.wikia.nocookie.net/survivor/images/3/3a/S33_david_t.png/revision/latest?cb=20180602022113,Male,Television Writer,https://vignette.wikia.nocookie.net/survivor/images/0/01/S33-david-wright.jpg/revision/latest?cb=20160817182337,33
Hannah Shapiro,24,West Hollywood,CA,Millennials vs. Gen X,2,7,1,8,39,13,https://vignette.wikia.nocookie.net/survivor/images/9/97/S33_hannah_t.png/revision/latest?cb=20180602022114,Female,Barista,https://vignette.wikia.nocookie.net/survivor/images/3/38/S33-hannah-shapiro.jpg/revision/latest?cb=20160817172153,33
Ken McNickle,33,Denver,CO,Millennials vs. Gen X,2,4,5,9,39,3,https://vignette.wikia.nocookie.net/survivor/images/5/54/S33_ken_t.png/revision/latest?cb=20180602022116,Male,Model,https://vignette.wikia.nocookie.net/survivor/images/e/e9/S33-ken.jpg/revision/latest?cb=20160817204330,33
